Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
18-Feb-2026,"INR 122,938.06",15.0,Kalpana Yadav,28-Feb-2026 02:10 PM,jallyjaroly.pdf (282.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",2026_UPIDC_1109779_2,02/EE/2025-26,Silt Clearance of Jally Jaroly Drain From Km. 0.000 to Km. 6.700,1.0,5849868.0,M/s Pradeep Construction,INR,"122,938.06",1,5849336,DEV CONSTRUCTIONS AND SUPPLIERS,07-Feb-2026 01:10 PM,Rejected-AOC,L3,28-Feb-2026 02:10 PM,Finance,Admitted,Kalpana Yadav,16-Feb-2026 01:42 PM,,BOQ Comparative Chart,As per file attached,Internal,,Kalpana Yadav,12-Feb-2026 11:58 PM,13-Feb-2026 11:00 AM,techsummary_2054251.pdf (33.54 KB),Technical,Admitted,Kalpana Yadav,12-Feb-2026 08:55 PM,,As per file attached,Internal,,Kalpana Yadav,16-Feb-2026 01:47 PM,finsummary_2054251.pdf (33.54 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, etah",02/EE/2025-26,2026_UPIDC_1109779_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer DD Etah,"Office,Executive Engineer DD Etah","5,740",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,Silt Clearance of Jally Jaroly Drain From Km. 0.000 to Km. 6.700,Silt Clearance of Jally Jaroly Drain From Km. 0.000 to Km. 6.700,Please refer Tender documents. ,NA ,"2,87,000",Civil Works - Others,NA ,Tender,90.0,NA ,Mainpuri,205001.0,NA ,NA ,NA ,"Office,Executive Engineer DD Etah",No ,No,1.0,SBI Bank,677.0,Nil,Nil,No,02-Feb-2026 11:13 AM,09-Feb-2026 01:00 PM,02-Feb-2026 05:00 PM,09-Feb-2026 11:00 AM,NA ,NA ,02-Feb-2026 06:00 PM,09-Feb-2026 11:00 AM,13-Feb-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,2,5849868,M/s Pradeep Construction,07-Feb-2026 04:55 PM,Accepted-AOC,L1,28-Feb-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5849250,M/S RAM AND SONS SUPPLIERS,07-Feb-2026 12:40 PM,Rejected-AOC,L2,28-Feb-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5842133,M/S RAMVIR,04-Feb-2026 02:26 PM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,12-Feb-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5842055,Sushil Kumar,06-Feb-2026 10:25 AM,Rejected-Technical,Work Name not Mentioned in Bid Validity Stamp,12-Feb-2026 11:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
