Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,19-Feb-2026 01:56 PM,19-Feb-2026 03:00 PM,techsummary_2053046.pdf (201.39 KB),Finance,Bid Opening Summary,VINOD KUMAR BIND,19-Feb-2026 05:02 PM,,BOQ Comparative Chart,1.0,5879724.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,16-Feb-2026 03:28 PM,Rejected-AOC,L3,20-Feb-2026 01:22 PM,19-Feb-2026,"INR 506,594.4",90.0,VINOD KUMAR BIND,20-Feb-2026 01:22 PM,15.pdf (58.00 KB),AOC,1.0,5871636.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,INR,"506,594.4",Technical,Bid Opening Summary,VINOD KUMAR BIND,19-Feb-2026 01:11 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,2026_RDUP_1111398_1,996 Date 28-01-2026 Lot No - 15,graam panchaayat naraachh mein aara0 o0 plaant ka sthaapana kaary.,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",Internal,"VINOD KUMAR BIND, BDO, PRAVIN CHANDRA BARANWAL, JE RED, SURESH KUMAR, ACCOUNTANT",VINOD KUMAR BIND,19-Feb-2026 07:17 PM,finsummary_2053046.pdf (201.39 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,500.0,BDO CHILKAHAR,CHILKAHAR,No,"10,140",No,percentage,2.0%,BDO CHILKAHAR,CHILKAHAR,graam panchaayat naraachh mein aara0 o0 plaant ka sthaapana kaary.,graam panchaayat naraachh mein aara0 o0 plaant ka sthaapana kaary.,NIT ,NA ,"5,07,000",Civil Works,NA ,Tender,90.0,90.0,KP CHILKAHAR,221701.0,NA ,NA ,NA ,BDO OFFICE CHILKAHAR,No ,No,02-Feb-2026 11:28 AM,17-Feb-2026 04:00 PM,02-Feb-2026 11:00 AM,17-Feb-2026 03:00 PM,NA ,NA ,02-Feb-2026 11:00 AM,17-Feb-2026 03:00 PM,19-Feb-2026 03:00 PM,BDO CHILKAHAR,BDO OFFICE CHILKAHAR,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Chilkahar,996 Date 28-01-2026 Lot No - 15,2026_RDUP_1111398_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,AOC
,,,,,,,,,,,,,2.0,5871636.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,14-Feb-2026 06:46 PM,Accepted-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,,,,,,,3.0,5871942.0,M/S SANJAY KUMAR SINGH,14-Feb-2026 07:49 PM,Rejected-AOC,L2,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
