EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"16,900",No,fixed,,Nil,Nil,788.0,Nil,Nil,No,"G.P. Madhavpur me Akram Ali ke ghar se Rafik ke khet tak interlocking nirman karya, Block-Phakharpur_18","G.P. Madhavpur me Akram Ali ke ghar se Rafik ke khet tak interlocking nirman karya, Block-Phakharpur_18",Please refer Tender documents. ,NA ,"8,45,000",Civil Works,NA ,Tender,90.0,18.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025",2026_REDUP_1103770_18,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,05-Jan-2026 12:00 PM,16-Jan-2026 12:30 PM,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,NA ,NA ,05-Jan-2026 12:00 PM,16-Jan-2026 12:00 PM,21-Jan-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,Technical bid open,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",AOC,1,5796452,Shri Krishna Construction,15-Jan-2026 01:18 PM,Accepted-AOC,AOC,04-Feb-2026 04:41 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1103770_18,"891/RED/Etender(24)/2025-26, Dt. 16.12.2025","G.P. Madhavpur me Akram Ali ke ghar se Rafik ke khet tak interlocking nirman karya, Block-Phakharpur_18",1.0,5796452.0,Shri Krishna Construction,INR,"995,548.19",Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,21-Jan-2026 05:06 PM,finsummary_2035727.pdf (44.67 KB),Finance,Financial bid open,Sujit Kumar Sinha,21-Jan-2026 04:12 PM,finance_2035727.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,20-Jan-2026 02:54 PM,21-Jan-2026 02:00 PM,techsummary_2035727.pdf (395.84 KB),Technical,Technical bid open,Sujit Kumar Sinha,16-Jan-2026 04:13 PM,technical_2035727.pdf,30-Jan-2026,"INR 995,548.19",18.0,Sujit Kumar Sinha,04-Feb-2026 04:41 PM,Document2.pdf (26.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,2,5796413,Smt. Vandana Singh,12-Jan-2026 10:50 PM,Rejected-Finance,High,21-Jan-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
