S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5816170.0,M/S SHRI BALAJI CONSTRUCTIONS,INR,"235,863.72",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1104830_8,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",Nagar Panchayat Mihipurwa me ward no. 14 Dhakelu ke ghar ke paas 01 adad Highmask Light ke sthapna_08,1,5816170,M/S SHRI BALAJI CONSTRUCTIONS,20-Jan-2026 10:51 PM,Accepted-AOC,AOC,05-Feb-2026 06:27 PM,28-Jan-2026,"INR 235,863.72",180.0,Sujit Kumar Sinha,05-Feb-2026 06:27 PM,Document2.pdf (26.00 KB),Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Jan-2026 04:59 PM,finsummary_2038390.pdf (44.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Jan-2026 01:13 PM,technical_2038390.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,23-Jan-2026 03:16 PM,24-Jan-2026 12:00 PM,techsummary_2038390.pdf (397.05 KB),Finance,Financial bid open,Sujit Kumar Sinha,24-Jan-2026 01:46 PM,finance_2038390.pdf,BOQ Comparative Chart,AOC,Nagar Panchayat Mihipurwa me ward no. 14 Dhakelu ke ghar ke paas 01 adad Highmask Light ke sthapna_08,Nagar Panchayat Mihipurwa me ward no. 14 Dhakelu ke ghar ke paas 01 adad Highmask Light ke sthapna_08,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich","4,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical bid document,10-Jan-2026 12:00 PM,21-Jan-2026 12:30 PM,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,NA ,NA ,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,596.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",2026_REDUP_1104830_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5816092,SAROJNI DEVI,20-Jan-2026 11:34 PM,Rejected-Finance,High,24-Jan-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
