Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||ICD, varanasi",2026_UPIDC_1109253_2,01/E.E/2025-26,Lot No. 02,1.0,5835408.0,M/S IMRAN GOVERNMENT CONTRACTOR,INR,"1,355,554.2",1,5836271,BRIGHT CONSTRUCTION,01-Feb-2026 05:55 PM,Rejected-AOC,Third Lowest,26-May-2026 11:14 AM,10-Feb-2026,"INR 1,355,554.2",30.0,MAHESH KUMAR,26-May-2026 11:14 AM,AgNo01.pdf (516.00 KB),Agreement Number 01/E.E/2025-26,E.E Mahesh Kumar,Internal,E.E Ravi Shankar Mishra,MAHESH KUMAR,05-Feb-2026 10:48 AM,05-Feb-2026 11:00 AM,techsummary_2048604.pdf (220.74 KB),Finance,Financial Evaluation,MAHESH KUMAR,05-Feb-2026 03:03 PM,,BOQ Comparative Chart,E.E Mahesh Kumar,Internal,E.E Ravi Shankar Mishra,MAHESH KUMAR,06-Feb-2026 03:24 PM,finsummary_2048604.pdf (220.74 KB),Technical,Technically Qualified.,MAHESH KUMAR,05-Feb-2026 10:37 AM,technical_2048604.pdf,AOC,E.E Irrigation Construction Division Varanasi,"Office Executive Engineer, Irrigation Construction Division, Varanasi.","30,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,27-Jan-2026 12:00 PM,02-Feb-2026 01:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:30 PM,NA ,NA ,27-Jan-2026 12:30 PM,02-Feb-2026 12:30 PM,05-Feb-2026 11:00 AM,1.0,SBI Bank,Lot No. 02,"Construction of VRB on Bara drain at KM 1.000 in vill Bara Tahsil -Sewrai, distt - Ghazipur.",Please refer Tender documents. ,NA ,"15,00,000",Civil Works,NA ,Tender,90.0,NA ,Ghazipur,233001.0,NA ,NA ,NA ,Office E E ICD Varanasi,No ,No,766.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||ICD, varanasi",01/E.E/2025-26,2026_UPIDC_1109253_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5835408,M/S IMRAN GOVERNMENT CONTRACTOR,01-Feb-2026 05:11 PM,Accepted-AOC,First Lowest,18-Feb-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,Financial Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5837356,R.K. YOGIRAJ ENTERPRISES,02-Feb-2026 11:15 AM,Rejected-AOC,Second Lowest,18-Feb-2026 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
