EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"51,049",No,fixed,,EO,NPP Atrauli,Road upgradation work and drain construction work,Road upgradation work and drain construction work,Road upgradation work and drain construction work ,NA ,"25,52,426",Civil Works,NA ,Tender,180.0,180.0,Atrauli,202280.0,NA ,NA ,NA ,NPP Atrauli,No ,No,04-Feb-2026 11:00 AM,20-Feb-2026 11:00 AM,04-Feb-2026 11:00 AM,18-Feb-2026 05:00 PM,04-Feb-2026 11:00 AM ,18-Feb-2026 05:00 PM ,04-Feb-2026 11:00 AM,18-Feb-2026 05:00 PM,23-Feb-2026 10:00 AM,EO,NPP ATrauli,1,DD - Demand Draft,1.0,Change of Date,Date,,Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,1479-07/2025-26/04-02-2026,2026_DOLBU_1112142_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,fee,"3,012",EO,NPP Atrauli,No,AOC,Finance,three bid accepted in this process,Rohit Shukla,24-Feb-2026 11:05 PM,finance_2056770.pdf,BOQ Comparative Chart,Amita Varun,Internal,EO Amita Varun Rohit Shukla JE Rajkumar verma Account in charge,Rohit Shukla,21-Feb-2026 09:23 PM,23-Feb-2026 10:00 AM,techsummary_2056770.pdf (64.90 KB),Technical,three bidder participated in this tender,Rohit Shukla,21-Feb-2026 08:08 PM,technical_2056770.pdf,Amita varun,Internal,Amita Varun EO Rohit Shukla JE Rajkumar Verma Account Incharge,Rohit Shukla,25-Feb-2026 12:04 AM,finsummary_2056770.pdf (64.81 KB),25-Feb-2026,"INR 2,547,321",180.0,Rohit Shukla,25-Feb-2026 01:14 AM,7.pdf (55.00 KB),this tender issue to MS traders according of lowest price,1.0,5861111.0,M.S TRADERS,INR,"2,547,321",Directorate of Local Bodies UP||Nagar Palika Parishad Atrauli Aligarh,2026_DOLBU_1112142_1,1479-07/2025-26/04-02-2026,Road upgradation work and drain construction work,1,5881097,M/S RAM KISHORE AGRAWAL,16-Feb-2026 07:00 PM,Rejected-AOC,L3,25-Feb-2026 01:14 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,change TB,Technical Bid,,,,,,,,,,,,,,,,,,.pdf,tb,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5861111,M.S TRADERS,11-Feb-2026 01:07 AM,Accepted-AOC,L1,25-Feb-2026 01:14 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5861928,U K TRADERS,11-Feb-2026 12:45 PM,Rejected-AOC,L2,25-Feb-2026 01:14 AM,AOC
