Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,1030-1/E.E. BLY/E-Tender/BDN/2025-26 Dt. 07.01.2026,2026_SCIDC_1104464_2,Yes,Open Tender,Item Rate,Works,3.0,No,No,Offline,No,No,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1.0,Fee,.pdf,Fee and EMD,"1,652",EE UPSCIDCO,BADAUN,Yes,1.0,RTGS - RTGS Payment,"Repair and Painting work at Boys Hostel Kheda Nwada, Budaun","Repair and Painting work at Boys Hostel Kheda Nwada, Budaun","Repair and Painting work at Boys Hostel Kheda Nwada, Budaun ",NA ,"15,74,396",Civil Works - Others,"Repair, Painting work at Boys Hostel Kheda Nwada ",Tender,90.0,90.0,Badaun,243601.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"31,500",No,fixed,,EE UPSCIDCO,BADAUN,20-Jan-2026 12:00 PM,26-Jan-2026 02:00 PM,20-Jan-2026 12:00 PM,26-Jan-2026 01:00 PM,NA ,NA ,20-Jan-2026 12:00 PM,26-Jan-2026 01:00 PM,04-Feb-2026 04:55 PM,AOC,Finance,Financial Bid Opening Summary,Charan Singh Arya,05-Feb-2026 12:54 PM,finance_2044511.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,04-Feb-2026 04:50 PM,04-Feb-2026 04:55 PM,techsummary_2044511.pdf (522.00 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,04-Feb-2026 04:41 PM,technical_2044511.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,05-Feb-2026 01:02 PM,finsummary_2044511.pdf (806.15 KB),05-Feb-2026,"INR 1,464,345.72",90.0,Charan Singh Arya,05-Feb-2026 03:44 PM,LOI1.pdf (906.00 KB),Contract Value Rs. 1464345.72,1,5822569,Ismaile Khan Contractor,24-Jan-2026 04:35 PM,Accepted-AOC,Ist Lowest Rate,05-Feb-2026 03:45 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1104464_2,1030-1/E.E. BLY/E-Tender/BDN/2025-26 Dt. 07.01.2026,"Repair and Painting work at Boys Hostel Kheda Nwada, Budaun",1.0,5822569.0,Ismaile Khan Contractor,INR,"1,464,345.72",AOC
,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Tender Notice and BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5823502,JAIDURGA TRADERS,25-Jan-2026 06:14 PM,Rejected-Technical,"Disqualified, Not fulfil as par NIT Condition",04-Feb-2026 04:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5824081,KOHINOOR CONSTRUCTION,26-Jan-2026 11:32 AM,Rejected-AOC,IInd Lowest Rate,05-Feb-2026 03:45 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5824114,MAA SHARDA CONSTRUCTION COMPANY,26-Jan-2026 12:05 PM,Rejected-AOC,IIIrd Lowest Rate,05-Feb-2026 03:45 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5824145,M/S BAJRANG CONSTRUCTION,26-Jan-2026 12:38 PM,Rejected-Technical,"Disqualified,",04-Feb-2026 04:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5823614,SARTHAK CONTRACTOR,25-Jan-2026 07:50 PM,Rejected-Technical,"Disqualified, Not fulfil as par NIT Condition",04-Feb-2026 04:50 PM,,,,,,,,,,AOC
