S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Gram Nek Block-Jani mai sheespal ke gher se omkar keg her tak CC road nirman karya,Gram Nek Block-Jani mai sheespal ke gher se omkar keg her tak CC road nirman karya,Please refer Tender documents. ,NA ,"9,10,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Jani-Meerut,250001.0,NA ,NA ,NA ,EE RED MEERUT DIVISION,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2121/RED/2025-26/dt-22-12-25,2026_REDUP_1107756_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,document,"20,000",No,fixed,,Nil,Nil,EE RED MEERUT,EE RED MEERUT DIVISION,22-Jan-2026 10:00 AM,30-Jan-2026 01:00 PM,22-Jan-2026 10:00 AM,29-Jan-2026 12:00 PM,NA ,NA ,22-Jan-2026 10:00 AM,29-Jan-2026 12:00 PM,06-Feb-2026 12:30 PM,856.0,Nil,Nil,No,AOC,EE RED MEERUT,Internal,01-EE RED MEERUT 02-AE RED MEERUT 03-DAO RED MEERUT,SHUBHAM PARLE,25-Feb-2026 05:15 AM,finsummary_2044637.pdf (25.00 KB),Technical,Technical,SHUBHAM PARLE,04-Feb-2026 04:08 PM,technical_2044637.pdf,EE RED MEERUT DIVISION,Internal,01-EE RED MEERUT DIVISION 02-AE RED MEERUT DIVISION 03-DAO RED MEERUT DIVISION,SHUBHAM PARLE,04-Feb-2026 04:15 PM,06-Feb-2026 12:30 PM,techsummary_2044637.pdf (394.87 KB),Finance,FINANCE OPEN,SHUBHAM PARLE,25-Feb-2026 05:11 AM,finance_2044637.pdf,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE MEERUT,2026_REDUP_1107756_2,2121/RED/2025-26/dt-22-12-25,Gram Nek Block-Jani mai sheespal ke gher se omkar keg her tak CC road nirman karya,1.0,5824548.0,MRS AND COMPANY,INR,"905,603.71",1,5824557,M R K CONTRACTOR,28-Jan-2026 02:32 PM,Rejected-Finance,L2 BIDDER,25-Feb-2026 05:15 AM,25-Feb-2026,"INR 905,603.71",90.0,SHUBHAM PARLE,25-Feb-2026 05:21 AM,Document3.pdf (231.00 KB),L1 BIDDER,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5824548,MRS AND COMPANY,28-Jan-2026 02:24 PM,Accepted-AOC,L1 BIDDER,25-Feb-2026 05:21 AM,,,,,,,,AOC
