EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,95,000",No,fixed,,executive officer,nagar panchayat manikpur pratapgarh,31-Jan-2026 11:34 AM,23-Feb-2026 02:00 PM,31-Jan-2026 11:00 AM,23-Feb-2026 11:00 AM,NA ,NA ,31-Jan-2026 11:00 AM,23-Feb-2026 11:00 AM,23-Feb-2026 05:00 PM,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,terms and conditions,Mohalla Kachi Patti ward number 13 (Rajghat Road) main Mohammed Farooq Ke Ghar Se Surendra Kumar ke ghar ke pass tap CC road V Nali ka Nirman,Mohalla Kachi Patti ward number 13 (Rajghat Road) main Mohammed Farooq Ke Ghar Se Surendra Kumar ke ghar ke pass tap CC road V Nali ka Nirman,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,np manikpur pratapgarh,230202.0,NA ,NA ,NA ,np manikpur pratapgarh,No ,No,Directorate of Local Bodies UP||Nagar Panchayat Manikpur Pratapgarh,754/npmanikpur/2025-26 30-01-2025,2026_DOLBU_1110991_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,500",executive officer,nagar panchayat manikpur pratapgarh,No,executive officer,np manikpur pratapgarh,AOC,atul singh,Internal,rakesh kumar lipik je bhanu prakash,Atul Singh,27-Feb-2026 10:03 PM,finsummary_2052011.pdf (485.34 KB),Technical,03 admitted,Atul Singh,23-Feb-2026 02:58 PM,technical_2052011.pdf,Atul Singh,Internal,lipik rakesh and je bhanu prakash,Atul Singh,23-Feb-2026 03:11 PM,23-Feb-2026 05:00 PM,techsummary_2052011.pdf (187.11 KB),Finance,03 admitted,Atul Singh,23-Feb-2026 06:27 PM,finance_2052011.pdf,BOQ Comparative Chart,1.0,5910935.0,NISHTHA INFOTECH,INR,"2,467,848",Directorate of Local Bodies UP||Nagar Panchayat Manikpur Pratapgarh,2026_DOLBU_1110991_4,754/npmanikpur/2025-26 30-01-2025,Mohalla Kachi Patti ward number 13 (Rajghat Road) main Mohammed Farooq Ke Ghar Se Surendra Kumar ke ghar ke pass tap CC road V Nali ka Nirman,1,5910637,M/S DEVANSH TREDERS,22-Feb-2026 05:10 PM,Rejected-Finance,HIGH BID,27-Feb-2026 10:03 PM,27-Feb-2026,"INR 2,467,848",90.0,Atul Singh,28-Feb-2026 10:50 AM,boqf.pdf (294.00 KB),ok,AOC
,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5910935,NISHTHA INFOTECH,22-Feb-2026 04:27 PM,Accepted-AOC,L1,28-Feb-2026 10:50 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5911767,Shiv balak,22-Feb-2026 06:33 PM,Rejected-Finance,HIGH BID,27-Feb-2026 10:03 PM,,,,,,,,AOC
