Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
BDO ROBERTSGANJ,Internal,"BDO, JE MI, JE RED, ACCOUNTANT",PARAS BHARTI,26-May-2026 11:30 AM,28-Feb-2026 01:00 PM,techsummary_2051203.pdf (277.60 KB),Finance,three firms are uploded their rates,OM PRAKASH SINGH,28-Feb-2026 03:10 PM,,BOQ Comparative Chart,1.0,5895598.0,Jagatanand Builders,19-Feb-2026 10:38 AM,Accepted-AOC,accepted,28-Feb-2026 03:36 PM,28-Feb-2026,"INR 1,863,843.709",90.0,OM PRAKASH SINGH,28-Feb-2026 03:35 PM,budharkalaaaaa.pdf (274.00 KB),tender goes to Jagatanand Builders (BID ID -5895598),1.0,5895598.0,Jagatanand Builders,INR,"1,863,843.709",Technical,3 firms are participating for this tender and technically qualified,PARAS BHARTI,28-Feb-2026 12:16 PM,technical_2051203.pdf,Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Robertsganj,2026_RDUP_1110670_1,ltr-3456/etender/2025-26 dt-29-01-2026,BUDHARKALA ME TALAB KE PASS PULIYA NIRMAN,BDO ROBERTSGANJ,Internal,"bdo, je red, je mi, accountant",OM PRAKASH SINGH,28-Feb-2026 03:23 PM,finsummary_2051203.pdf (273.87 KB),AOC,"2,360",BDO ROBERTSGANJ,BDO ROBERTSGANJ,No,Commissioner Rural Development UP||JDC Mirzapur||CDO Sonbhadra||DDO Sonbhadra||BDO Robertsganj,ltr-3456/etender/2025-26 dt-29-01-2026,2026_RDUP_1110670_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,BUDHARKALA ME TALAB KE PASS PULIYA NIRMAN,BUDHARKALA ME TALAB KE PASS PULIYA NIRMAN,Please refer Tender documents. ,NA ,"18,64,000",Civil Works - Bridges,NA ,Tender,90.0,90.0,BLOCK ROBERTSGANJ,231216.0,NA ,NA ,NA ,BLOCK ROBERTSGANJ,No ,No,1.0,Fee/PreQual/Technical,.pdf,nit,1,DD - Demand Draft,29-Jan-2026 03:00 PM,20-Feb-2026 12:00 PM,30-Jan-2026 10:00 AM,19-Feb-2026 05:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,19-Feb-2026 05:00 PM,28-Feb-2026 01:00 PM,"93,000",Yes,fixed,,BDO ROBERTSGANJ,BDO ROBERTSGANJ,BDO ROBERTSGANJ,BLOCK ROBERTSGANJ,AOC
,,,,,,,,,,,,,2.0,5863213.0,M/S PARWATI CONSTRUCTION,11-Feb-2026 07:11 PM,Rejected-Finance,quoted high rate than Jagatanand Builders,28-Feb-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3.0,5863190.0,Rajesh Singh,11-Feb-2026 07:04 PM,Rejected-Finance,quoted high rate than Jagatanand Builders,28-Feb-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,AOC
