S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,BG - Bank Guarantee,"PAINTING WORK OF ALL THE RESIDENCES LOCATED IN KHWAJA MOINUDDIN CHISTI LANGUAGE UNIVERSITY, LUCKNOW CAMPUS, DISTRICT-LUCKNOW(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"70,65,000",Repair and Maintenance Works,NA ,Tender,90.0,180.0,LUCKNOW,226007.0,LUCKNOW ,"Office of EE, UPRNSS Unit Lucknow-3, Add-5/148, Vikas Nagar, Lucknow. ",11-Oct-2025 11:00 AM ,LUCKNOW,No ,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,374/UPRNSS/E-TENDER/2025-26 DATE 30-09-2025,2025_UPRNS_1080884_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,41,300",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-3",Lucknow,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,08-Oct-2025 03:00 PM,24-Oct-2025 11:00 AM,08-Oct-2025 03:00 PM,23-Oct-2025 06:00 PM,NA ,NA ,08-Oct-2025 03:00 PM,23-Oct-2025 06:00 PM,30-Oct-2025 05:00 PM,"5,900",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,AOC,JITENDRA BAHADUR SINGH(S.E.),Internal,"SANJEEV SAXENA(EE), ARUNENDRA KUMAR SINGH (EE), AJAY SINGH PAL(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,30-Oct-2025 03:57 PM,30-Oct-2026 05:57 PM,techsummary_1978319.pdf (710.26 KB),Finance,FINANCE,Arunendra Kumar Singh,31-Oct-2025 12:56 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"SANJEEV SAXENA(EE), ARUNENDRA KUMAR SINGH (EE), AJAY SINGH PAL(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,03-Nov-2025 02:49 PM,finsummary_1978319.pdf (297.05 KB),Technical,04 BIDS ARE ADMITTED,Arunendra Kumar Singh,30-Oct-2025 03:52 PM,,1.0,5622918.0,S.V. CONSTRUCTION,INR,"7,052,989.5",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1080884_1,374/UPRNSS/E-TENDER/2025-26 DATE 30-09-2025,"PAINTING WORK OF ALL THE RESIDENCES LOCATED IN KHWAJA MOINUDDIN CHISTI LANGUAGE UNIVERSITY, LUCKNOW CAMPUS, DISTRICT-LUCKNOW(U.P.)",1,5623359,M/S ANAND ENTERPRISES,23-Oct-2025 04:45 PM,Rejected-AOC,Due to High Rate Quoted,11-Nov-2025 04:37 PM,03-Nov-2025,"INR 7,052,989.5",180.0,Arunendra Kumar Singh,11-Nov-2025 04:37 PM,1080884.pdf (265.00 KB),TENDER AWARDED TO M/S S.V. CONSTRUCTION,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5620490,M/s Prakash Traders,20-Oct-2025 06:45 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,30-Oct-2025 03:57 PM,,,,,,,,AOC
3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5622387,SINGH CONSTRUCTION,22-Oct-2025 04:32 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,30-Oct-2025 03:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5622918,S.V. CONSTRUCTION,23-Oct-2025 01:59 PM,Accepted-AOC,Due to Low Rate Quoted,11-Nov-2025 04:37 PM,,,,,,,,AOC
