Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1035968_3,05/GM-4/UPPCL/2025-26 Dated 01-05-2025,"TOURISM DEVELOPMENT WORK OF OLD SANATAN TEMPLE AT VILLAGE GANGAPUR,",1.0,5186584.0,Sakshi Construction,INR,"3,997,207.33",1,5188018,M/S MAA REHNA CONSTRUCTIONS,14-May-2025 11:15 AM,Rejected-Finance,Being Second Lowest,24-May-2025 06:38 PM,24-May-2025,"INR 3,997,207.33",180.0,RAJIV KUMAR PANDEY,13-Nov-2025 03:49 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Sakshi Construction,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,24-May-2025 06:38 PM,finsummary_1876553.pdf (70.22 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,15-May-2025 04:01 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,15-May-2025 04:05 PM,17-May-2025 12:00 PM,techsummary_1876553.pdf (1584.82 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,24-May-2025 06:35 PM,,BOQ Comparative Chart,AOC,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,05/GM-4/UPPCL/2025-26 Dated 01-05-2025,2025_UPPRC_1035968_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"TOURISM DEVELOPMENT WORK OF OLD SANATAN TEMPLE AT VILLAGE GANGAPUR,","TOURISM DEVELOPMENT WORK OF OLD SANATAN TEMPLE AT VILLAGE GANGAPUR, RUDHAU PAHADPUR, TUNDLA IN DISTRICT- FIROZABAD (U.P.)",Please refer Tender documents. ,NA ,"40,31,474",Miscellaneous Works,NA ,Tender,90.0,180.0,Village Gangapur,207003.0,Office of General Manager (Zone-4) Agra  ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",06-May-2025 11:00 AM ,General Manager (Zone-4) Agra,No ,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,1,FDR - Fixed Deposit,"11,800","Project Manager,(Unit-4)",Agra,No,"81,000",No,fixed,,"Project Manager,(Unit-4)",Agra,03-May-2025 06:55 PM,14-May-2025 03:00 PM,03-May-2025 06:55 PM,14-May-2025 02:00 PM,NA ,NA ,03-May-2025 06:55 PM,14-May-2025 02:00 PM,17-May-2025 12:00 PM,AOC
,,,,,,,,,2,5186584,Sakshi Construction,13-May-2025 08:09 PM,Accepted-AOC,L1,13-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,AOC
