Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3252/PAN/ET/25-26, DT. 17-10-2025",2025_UPPAN_1083747_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"8,850",Nil,Nil,No,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,1.0,SBI Bank,17-Oct-2025 06:00 PM,07-Nov-2025 11:30 AM,17-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,NA ,NA ,17-Oct-2025 06:00 PM,06-Nov-2025 05:00 PM,11-Nov-2025 11:00 AM,"14,62,000",No,fixed,,Nil,Nil,CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR POLICE STATION BABU BANARASI DAS (BBD) LUCKNOW DISTT LUCKNOW U.P.,CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR POLICE STATION BABU BANARASI DAS (BBD) LUCKNOW DISTT LUCKNOW U.P.,Please refer Tender documents. ,NA ,"7,30,59,000",Civil Works,NA ,Tender,90.0,540.0,(BBD) LUCKNOW DISTT LUCKNOW U.P.,226028.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,AOC,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,10-Nov-2025 02:36 PM,11-Nov-2025 11:00 AM,techsummary_1985452.pdf (608.59 KB),Finance,all bidder admitted,Manoj Kumar Joshi,11-Nov-2025 11:17 AM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Manoj Kumar Joshi,12-Nov-2025 06:41 PM,finsummary_1985452.pdf (614.77 KB),Technical,all bidder admitted,Sanjeev Saxena,10-Nov-2025 02:30 PM,,1,5649368,M/S G.M. CONSTRUCTION,05-Nov-2025 10:03 PM,Accepted-AOC,L1,19-Nov-2025 04:11 PM,1.0,5649368.0,M/S G.M. CONSTRUCTION,INR,"71,816,997",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1083747_1,"3252/PAN/ET/25-26, DT. 17-10-2025",CONSTRUCTION OF ADMINISTRATIVE BUILDING FOR POLICE STATION BABU BANARASI DAS (BBD) LUCKNOW DISTT LUCKNOW U.P.,21-Nov-2025,"INR 71,816,997",540.0,Sanjeev Saxena,19-Nov-2025 04:11 PM,BBDLOIA.pdf (727.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5652829,M/S HCV PROJECTS INDIA (P) LTD,04-Nov-2025 09:32 PM,Rejected-Finance,L3,12-Nov-2025 06:41 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5654031,M/S SHREE DEV BUILDERS & CONSTRUCTION PRIVATE LIMITED,06-Nov-2025 03:42 PM,Rejected-Finance,L2,12-Nov-2025 06:41 PM,,,,,,,,,,,,,,,,,AOC
