Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra","17,700","Project Manager,(Unit-4)",Agra,No,06-Jun-2025 05:10 PM,12-Jun-2025 03:00 PM,06-Jun-2025 05:10 PM,12-Jun-2025 02:00 PM,NA ,NA ,06-Jun-2025 05:10 PM,12-Jun-2025 02:00 PM,24-Jun-2025 12:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,11/GM-4/UPPCL/2025-26 Dated 22-05-2025,2025_UPPRC_1042673_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,"2,97,000",No,fixed,,"Project Manager,(Unit-4)",Agra,1,FDR - Fixed Deposit,"TOURISM DEVELOPMENT OF BHOLENATH AND SATI MATA TEMPE AT AURENDH, IN DISTRICT- MAINPURI (U.P.)","TOURISM DEVELOPMENT OF BHOLENATH AND SATI MATA TEMPE AT AURENDH, IN DISTRICT- MAINPURI (U.P.)",Please refer Tender documents. ,NA ,"1,48,41,747",Civil Works - Buildings,NA ,Tender,90.0,365.0,Aurendh Mainpuri,205003.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,AOC,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,16-Jul-2025 02:30 PM,finsummary_1900712.pdf (74.35 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,23-Jun-2025 07:49 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,23-Jun-2025 08:02 PM,24-Jun-2025 12:00 PM,techsummary_1900712.pdf (1657.76 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,Ram Kumar,04-Jul-2025 12:28 PM,,BOQ Comparative Chart,1,5245920,M/S MAA REHNA CONSTRUCTIONS,11-Jun-2025 04:30 PM,Accepted-AOC,L1,13-Nov-2025 02:32 PM,1.0,5245920.0,M/S MAA REHNA CONSTRUCTIONS,INR,"14,737,854.79",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1042673_4,11/GM-4/UPPCL/2025-26 Dated 22-05-2025,"TOURISM DEVELOPMENT OF BHOLENATH AND SATI MATA TEMPE AT AURENDH, IN DISTRICT- MAINPURI (U.P.)",14-Aug-2025,"INR 14,737,854.79",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 02:32 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Maa Rehna Construction,",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5246327,M/s MANOJ KUMAR CONTRACTOR,11-Jun-2025 09:04 PM,Rejected-Finance,Being Second Lowest,16-Jul-2025 02:30 PM,,,,,,,,,,,,,,,,,AOC
