Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,11/E-TENDER/MEERUT-ZONE/25-26 DATED 04-06-2025,2025_UPRNS_1046535_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,86,300",No,fixed,,EE UPRNSS,MEERUT,"PROPOSED MULTI PURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTRE (KISAN KALYAN KENDRA) AT VIKAS KHAND - GARHMUKTESWAR, DISTRICT - HAPUR (U.P.)","PROPOSED MULTI PURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTRE (KISAN KALYAN KENDRA) AT VIKAS KHAND - GARHMUKTESWAR, DISTRICT - HAPUR (U.P.)",Please refer Tender documents. ,NA ,"93,14,181",Civil Works - Buildings,NA ,Tender,90.0,455.0,"GARHMUKTESWAR, HAPUR",245205.0,NA ,NA ,NA ,MEERUT,No ,No,"Rakesh Kumar Chaurasia, SE","Office of SE, 41 Basant Vihar, Kila Road, Meerut",23-Jun-2025 01:00 PM,28-Jun-2025 01:00 PM,23-Jun-2025 01:00 PM,28-Jun-2025 01:00 PM,NA ,NA ,23-Jun-2025 01:00 PM,28-Jun-2025 01:00 PM,30-Jun-2025 03:15 PM,"1,947",EE UPRNSS,MEERUT,No,1.0,FDR - Fixed Deposit,1.0,Fee/PreQual/Technical,.pdf,Technical,AOC,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,01-Jul-2026 05:57 PM,finsummary_1910542.pdf (866.80 KB),Technical,Technical Opened by Tender Committee,Rakesh Kumar Chaurasia,30-Jun-2025 02:55 PM,technical_1910542.pdf,"Rakesh Kumar Chaurasia, SE",Internal,"Sanjeev Kumar Singh EE, Rohit Kumar Gautam AE, Anil Kumar JE, Shaurya Pratap Singh Assistant Accountant",Rakesh Kumar Chaurasia,30-Jun-2025 02:59 PM,30-Jun-2025 03:15 PM,techsummary_1910542.pdf (1173.98 KB),Finance,Financial Bid Opened By Tender Committeee,Rakesh Kumar Chaurasia,01-Jul-2025 03:55 PM,finance_1910542.pdf,BOQ Comparative Chart,1,5278806,SHRI BANKEY BIHARI TRADER,27-Jun-2025 07:55 PM,Rejected-Technical,All Documents Not Complete as per Tender NIT,30-Jun-2025 02:59 PM,1.0,5278244.0,SHRI KRISHNA ASSOCIATES,INR,"9,311,852.46",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1046535_2,11/E-TENDER/MEERUT-ZONE/25-26 DATED 04-06-2025,"PROPOSED MULTI PURPOSE SEED STORE AND TECHNOLOGY DISSEMINATION CENTRE (KISAN KALYAN KENDRA) AT VIKAS KHAND - GARHMUKTESWAR, DISTRICT - HAPUR (U.P.)",08-Jul-2025,"INR 9,311,852.46",455.0,Rakesh Kumar Chaurasia,19-Nov-2025 03:20 PM,WorkOrderKKKGarhHapurMRTOfficeCopy.pdf (1287.00 KB),Tender Awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,2.0,Finance,.xls,Financial,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5278244,SHRI KRISHNA ASSOCIATES,25-May-2026 05:57 PM,Accepted-AOC,L-1,19-Nov-2025 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5279223,YASHIKA CONSTRUCTION COMPANY,28-Jun-2025 10:34 AM,Rejected-Finance,Quoted Rates Are Higher,01-Jul-2025 04:00 PM,,,,,,,,,,,,,,,,,AOC
