Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1012142_5,20/GM-4/UPPCL/2024-25 Dated 25-02-2025,Reconstruction of Bus Station Tantpur in District-Agra (U.P.),1.0,5090603.0,Garg Re Surfacing and Construction,INR,"16,721,857.34",1,5090603,Garg Re Surfacing and Construction,01-Apr-2025 07:18 PM,Accepted-AOC,L1,13-Nov-2025 04:48 PM,09-May-2025,"INR 16,721,857.34",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 04:48 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Garg Re-Surfacing & Construction,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,06-May-2025 01:08 PM,finsummary_1845824.pdf (78.65 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,05-Apr-2025 03:33 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,05-Apr-2025 03:35 PM,07-Apr-2025 01:00 PM,techsummary_1845824.pdf (1710.22 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,08-Apr-2025 04:50 PM,,BOQ Comparative Chart,AOC,"3,38,000",No,fixed,,"Project Manager,(Unit-4)",Kanpur,26-Mar-2025 06:00 PM,02-Apr-2025 03:00 PM,26-Mar-2025 06:00 PM,02-Apr-2025 02:00 PM,NA ,NA ,26-Mar-2025 06:00 PM,02-Apr-2025 02:00 PM,07-Apr-2025 01:00 PM,1,FDR - Fixed Deposit,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",Reconstruction of Bus Station Tantpur in District-Agra (U.P.),Reconstruction of Bus Station Tantpur in District-Agra (U.P.),Please refer Tender documents. ,NA ,"1,68,58,410",Civil Works - Buildings,NA ,Tender,90.0,365.0,Tantpur Agra,283115.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,"17,700","Project Manager,(Unit-4)",Agra,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,20/GM-4/UPPCL/2024-25 Dated 25-02-2025,2025_UPPRC_1012142_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5097273,M/s. Jai Buildes,02-Apr-2025 10:45 AM,Rejected-Finance,Being Second Lowest,06-May-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC
