Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",12-Aug-2025 06:55 PM,22-Aug-2025 11:00 AM,12-Aug-2025 06:55 PM,21-Aug-2025 05:00 PM,NA ,NA ,12-Aug-2025 06:55 PM,21-Aug-2025 05:00 PM,23-Sep-2025 05:00 PM,1.0,SBI Bank,"72,700",No,fixed,,Nil,Nil,Providing and Laying Interlocking at Village-Ajay Nagar YEA wc-06,Providing and Laying Interlocking at Village-Ajay Nagar YEA wc-06,Please refer Tender documents. ,NA ,"36,32,437",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,tender cell 2nd floor yeida,No ,No,955.0,Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,2025_YEIDA_1064779_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Committee,Internal,Committee,BHARAM PAL SINGH,23-Sep-2025 03:35 PM,23-Sep-2025 05:00 PM,techsummary_1941398.pdf (453.32 KB),Finance,EVALUATION,BHARAM PAL SINGH,12-Nov-2025 04:15 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,12-Nov-2025 05:13 PM,finsummary_1941398.pdf (205.47 KB),Technical,EVALUATION,BHARAM PAL SINGH,23-Sep-2025 03:32 PM,,1,5462102,KP CONST. CO.,21-Aug-2025 03:52 PM,Rejected-Finance,L5,12-Nov-2025 05:13 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1064779_5,YEA/GM(PROJECT)/2025/399 DT-07/08/2025,Providing and Laying Interlocking at Village-Ajay Nagar YEA wc-06,1.0,5469345.0,SHRIJI CONSTRUCTION AND ELECTRICALS,INR,"2,502,386.45",12-Nov-2025,"INR 2,502,386.45",90.0,BHARAM PAL SINGH,12-Nov-2025 05:16 PM,AOC399_5.pdf (205.00 KB),AOC,AOC
,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5429621,M/S ASHA CONSTRUCTION,21-Aug-2025 02:27 AM,Rejected-Finance,L2,12-Nov-2025 05:13 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5468869,M/S R.V. CONTRACTOR,21-Aug-2025 02:25 PM,Rejected-Finance,L4,12-Nov-2025 05:13 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5468145,SHRI HARI BUILDERS,21-Aug-2025 03:43 PM,Rejected-Finance,L3,12-Nov-2025 05:13 PM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5469345,SHRIJI CONSTRUCTION AND ELECTRICALS,21-Aug-2025 04:28 PM,Accepted-AOC,L1,12-Nov-2025 05:16 PM,,,,,,,,,,,,,,,,,AOC
