S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,4971243,M/S SURYA BUILDERS,18-Feb-2025 01:21 PM,Accepted-AOC,L1,13-Nov-2025 06:37 PM,1.0,4971243.0,M/S SURYA BUILDERS,INR,"5,584,719.4",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1003675_2,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,TOURISM DEVELOPMENT WORKS OF HANUMAN GARHI TEMPLE AT VILLAGE MANGA GARHI IN DISTRICT- HATHRAS. (U.P.),13-Mar-2025,"INR 5,584,719.4",270.0,RAJIV KUMAR PANDEY,13-Nov-2025 06:37 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Surya Builders,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,07-Mar-2025 05:04 PM,finsummary_1792192.pdf (70.40 KB),Technical,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,21-Feb-2025 06:50 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,21-Feb-2025 06:53 PM,22-Feb-2025 11:00 AM,techsummary_1792192.pdf (1229.86 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,22-Feb-2025 05:35 PM,,BOQ Comparative Chart,AOC,"1,13,000",No,fixed,,"Project Manager,(Unit-4)",Agra,1,Fee/PreQual/Technical,.pdf,Bid Doc,"11,800","Project Manager,(Unit-4)",Agra,No,1,FDR - Fixed Deposit,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",07-Feb-2025 06:00 PM,18-Feb-2025 03:00 PM,07-Feb-2025 06:00 PM,18-Feb-2025 02:00 PM,NA ,NA ,07-Feb-2025 06:00 PM,18-Feb-2025 02:00 PM,22-Feb-2025 11:00 AM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,2025_UPPRC_1003675_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,TOURISM DEVELOPMENT WORKS OF HANUMAN GARHI TEMPLE AT VILLAGE MANGA GARHI IN DISTRICT- HATHRAS. (U.P.),TOURISM DEVELOPMENT WORKS OF HANUMAN GARHI TEMPLE AT VILLAGE MANGA GARHI IN DISTRICT- HATHRAS. (U.P.),Please refer Tender documents. ,NA ,"56,49,690",Miscellaneous Works,NA ,Tender,90.0,270.0,Village Manga Garhi Hathras,204101.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",11-Feb-2025 11:00 AM ,General Manager (Zone-4) Agra,No ,No,AOC
2,4972935,NAMRITA CONSTRUCTION,18-Feb-2025 11:38 AM,Rejected-Finance,Being Second Lowest,07-Mar-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,Finance,.xls,Boq,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
