Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
04-Apr-2025,"INR 10,553,196.79",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 05:07 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Arti Chauhan,",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1003675_6,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,"TOURISM DEVELOPMENT WORK OF THAKURDAS JI MAHARAJ TEMPLE AT UJHAIYA,FAKIRPUR IN DISTRICT- MAINPURI (U.P.)",1.0,5004683.0,M/s Arti Chauhan,INR,"10,553,196.79",1,5004683,M/s Arti Chauhan,27-Feb-2025 04:31 PM,Accepted-AOC,L1,13-Nov-2025 05:07 PM,Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,07-Mar-2025 04:36 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,01-Apr-2025 07:46 PM,finsummary_1807497.pdf (70.89 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,01-Apr-2025 07:24 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,07-Mar-2025 04:39 PM,10-Mar-2025 11:30 AM,techsummary_1807497.pdf (763.69 KB),AOC,"2,14,000",No,fixed,,"Project Manager,(Unit-4)",Agra,"TOURISM DEVELOPMENT WORK OF THAKURDAS JI MAHARAJ TEMPLE AT UJHAIYA,FAKIRPUR IN DISTRICT- MAINPURI (U.P.)","TOURISM DEVELOPMENT WORK OF THAKURDAS JI MAHARAJ TEMPLE AT UJHAIYA,FAKIRPUR IN DISTRICT- MAINPURI (U.P.)",Please refer Tender documents. ,NA ,"1,06,61,948",Miscellaneous Works,NA ,Tender,90.0,365.0,Ujhaiya Fakirpur Mainpuri,205208.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,"17,700","Project Manager,(Unit-4)",Agra,No,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",19-Feb-2025 06:00 PM,28-Feb-2025 03:00 PM,19-Feb-2025 06:00 PM,28-Feb-2025 02:00 PM,NA ,NA ,19-Feb-2025 06:00 PM,28-Feb-2025 02:00 PM,10-Mar-2025 11:30 AM,1,Fee/PreQual/Technical,.pdf,Bid Doc,1,FDR - Fixed Deposit,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,2025_UPPRC_1003675_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5004592,M/s RAMLAL CONTRACTOR,27-Feb-2025 04:17 PM,Rejected-Finance,Being Second Lowest,01-Apr-2025 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,AOC
