Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1003675_3,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,TOURISM DEVELOPMENT WORK OF HANUMAN TEMPLE VILLAGE RASEMAR IN DISTRICT- MAINPURI. (U.P.),1.0,4987913.0,M K INDIA INFRAESTATE PRIVATE LIMITED,INR,"10,120,534.31",1,4987955,D.R.CONTRACTORS AND SUPPLIERS,22-Feb-2025 11:13 PM,Rejected-Finance,Being Second Lowest,19-Mar-2025 07:42 PM,20-Mar-2025,"INR 10,120,534.31",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 05:10 PM,AOC.pdf (44.00 KB),Work Awarded to M/s M.K India Infraestate Pvt. Ltd.,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,19-Mar-2025 07:42 PM,finsummary_1801357.pdf (71.10 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,05-Mar-2025 06:23 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,05-Mar-2025 06:27 PM,06-Mar-2025 11:50 AM,techsummary_1801357.pdf (1875.72 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,07-Mar-2025 04:59 PM,,BOQ Comparative Chart,AOC,TOURISM DEVELOPMENT WORK OF HANUMAN TEMPLE VILLAGE RASEMAR IN DISTRICT- MAINPURI. (U.P.),TOURISM DEVELOPMENT WORK OF HANUMAN TEMPLE VILLAGE RASEMAR IN DISTRICT- MAINPURI. (U.P.),Please refer Tender documents. ,NA ,"1,01,76,505",Miscellaneous Works,NA ,Tender,90.0,365.0,Vill. Rasemar Mainpuri,205604.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra","2,04,000",No,fixed,,"Project Manager,(Unit-4)",Agra,1,FDR - Fixed Deposit,14-Feb-2026 06:00 PM,24-Feb-2025 02:00 PM,14-Feb-2025 01:00 PM,24-Feb-2025 02:00 PM,NA ,NA ,14-Feb-2025 01:00 PM,24-Feb-2025 02:00 PM,06-Mar-2025 11:50 AM,"17,700","Project Manager,(Unit-4)",Agra,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,2025_UPPRC_1003675_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,AOC
,,,,,,,,,2,4987913,M K INDIA INFRAESTATE PRIVATE LIMITED,22-Feb-2025 10:59 PM,Accepted-AOC,L1,13-Nov-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,AOC
