Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"CONSTRUCTION OF SUB REGISTRAR OFFICE AT SIDHAULI, DISTRICT-SITAPUR(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"1,71,74,000",Civil Works,NA ,Tender,90.0,365.0,SITAPUR,261303.0,LUCKNOW ,"Office of E.E., UPRNSS Unit Lko-3, 5/148, Vikas Nagar, Lucknow. ",25-Aug-2025 11:00 AM ,LUCKNOW,No ,No,"8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,25-May-2026 05:57 PM,27-Aug-2025 04:00 PM,22-Aug-2025 12:00 PM,27-Aug-2026 05:57 PM,NA ,NA ,22-Aug-2025 12:00 PM,27-Aug-2025 03:00 PM,04-Sep-2025 02:00 PM,1.0,BG - Bank Guarantee,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,280/UPRNSS/E-TENDER/2025-26 DATE 26-07-2025,2025_UPRNS_1060275_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EXECUTIVE ENGINEER,"Office of E.E., UPRNSS Unit Lko-3, 5/148, Vikas Nagar, Lucknow.",1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"3,43,500",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-3",Lucknow,AOC,Technical,06 BIDS ARE ADMITTED,Vishnu Kumar Kunwar,04-Sep-2025 01:14 PM,,J.B. SINGH,Internal,"SANJEEV SAXENA (E.E.), ARUNENDRA KUMAR SINGH (E.E.), VISHNU KUMAR KUNWAR (A.E.), ANIL KUMAR SINGH (J.E.), VIJAY BAHADUR SINGH (ACCTT.)",Sanjeev Saxena,03-Nov-2025 01:28 PM,finsummary_1947000.pdf (517.09 KB),Finance,FINANCE,Arunendra Kumar Singh,04-Sep-2025 04:29 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"SANJEEV SAXENA(EE), ARUNENDRA KUMAR SINGH (EE), AJAY SINGH PAL(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Vishnu Kumar Kunwar,04-Sep-2025 01:25 PM,04-Sep-2025 02:00 PM,techsummary_1947000.pdf (775.82 KB),03-Nov-2025,"INR 17,131,065",365.0,Sanjeev Saxena,03-Nov-2025 01:31 PM,280aoc.pdf (822.00 KB),AOC,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1060275_2,280/UPRNSS/E-TENDER/2025-26 DATE 26-07-2025,"CONSTRUCTION OF SUB REGISTRAR OFFICE AT SIDHAULI, DISTRICT-SITAPUR(U.P.)",1.0,5500174.0,AGARWAL CONSTRUCTION COMPANY,INR,"17,131,065",1,5500174,AGARWAL CONSTRUCTION COMPANY,27-Aug-2025 09:40 AM,Accepted-AOC,QUOTED LOWEST RATES,03-Nov-2025 01:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5502105,M/S AMBRISH MISHRA CONTRACTOR,27-Aug-2025 12:38 PM,Rejected-AOC,QUOTED SAME RATES FROM BOQ AMOUNT,03-Nov-2025 01:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5501439,M/S ANAND ENTERPRISES,27-Aug-2025 08:41 AM,Rejected-AOC,QUOTED HIGHEST RATES,03-Nov-2025 01:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5500350,M/S RAM MOHAN VERMA THEKEDAR,27-Aug-2025 01:17 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,04-Sep-2025 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5502423,M/S S N INDUSTRIES,27-Aug-2025 01:50 PM,Rejected-AOC,QUOTED HIGHEST RATES,03-Nov-2025 01:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5481992,YAMRAJ INFRASTRUCTURE,25-Aug-2025 09:57 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,04-Sep-2025 01:25 PM,AOC
