S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5214294.0,M/S GRC INFRATECH,INR,"51,381,757.93",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1040691_1,06/GM-4/UPPCL/2025-26 Dated 08-05-2025,"TOURISM DEVELOPMENT WORKS AT SHIV MANDIR NEAR PANDIT DEENDAYAL GAU ANUSANDHAN VIGYAAN KENDRA, AT FARAH IN DISTRICT MATHURA (U.P.)",1,5214294,M/S GRC INFRATECH,25-May-2025 06:17 PM,Accepted-AOC,L1,13-Nov-2025 03:17 PM,25-Jun-2025,"INR 51,381,757.93",545.0,RAJIV KUMAR PANDEY,13-Nov-2025 03:17 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s GRC Infratech,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sanjay Singh Projects Manager Unit-32 Aligarh, Shravan Kumar Accountant Unit-32 Aligarh",RAJIV KUMAR PANDEY,20-Jun-2025 05:10 PM,finsummary_1887700.pdf (73.06 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,03-Jun-2025 06:06 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sanjay Singh Projects Manager Unit-32 Aligarh, Shravan Kumar Accountant Unit-32 Aligarh",RAJIV KUMAR PANDEY,03-Jun-2025 06:08 PM,04-Jun-2025 03:00 PM,techsummary_1887700.pdf (1525.54 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,20-Jun-2025 04:54 PM,,BOQ Comparative Chart,AOC,General Manager (Zone-4) Agra,"H.No A-121, Sec-13, Avas Vikas Colony Sikandra, Agra (U.P)",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,06/GM-4/UPPCL/2025-26 Dated 08-05-2025,2025_UPPRC_1040691_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,19-May-2025 06:30 PM,27-May-2025 03:00 PM,19-May-2025 06:30 PM,27-May-2025 02:00 PM,NA ,NA ,19-May-2025 06:30 PM,27-May-2025 02:00 PM,04-Jun-2025 03:00 PM,"17,700","Project Manager,(Unit-32)",Aligarh,No,"TOURISM DEVELOPMENT WORKS AT SHIV MANDIR NEAR PANDIT DEENDAYAL GAU ANUSANDHAN VIGYAAN KENDRA, AT FARAH IN DISTRICT MATHURA (U.P.)","TOURISM DEVELOPMENT WORKS AT SHIV MANDIR NEAR PANDIT DEENDAYAL GAU ANUSANDHAN VIGYAAN KENDRA, AT FARAH IN DISTRICT MATHURA (U.P.)",Please refer Tender documents. ,NA ,"5,16,71,116",Civil Works - Buildings,NA ,Tender,90.0,545.0,Farah Mathura,281122.0,Office of General Manager (Zone-4) Agra ,"H.No A-121, Sec-13, Avas Vikas Colony Sikandra, Agra (U.P) ",20-May-2025 11:00 AM ,General Manager (Zone-4) Agra,No ,No,1,FDR - Fixed Deposit,"10,34,000",No,fixed,,"Project Manager,(Unit-32)",Aligarh,1,Fee/PreQual/Technical,.pdf,Bid Doc,AOC
,,,,,,,,,2,5218386,M/s. Jai Buildes,27-May-2025 12:29 PM,Rejected-Finance,Being Second Lowest,20-Jun-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,2,Finance,.xls,Boq,AOC
