S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
1.0,FDR - Fixed Deposit,"Project Manager,(Unit-32) Aligarh","H.No A-121, Sec-13, Avas Vikas Colony Sikandra, Agra (U.P)","1,03,000",No,fixed,,"Project Manager,(Unit-32)",Aligarh,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,01/GM-4/UPPCL/2025-26 Dated 08-04-2025,2025_UPPRC_1026950_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"11,800","Project Manager,(Unit-32)",Aligarh,No,"Construction of C.C Road, Boundary wall and Gate at Govt. ITI Campus in District Etah (U.P)","Construction of C.C Road, Boundary wall and Gate at Govt. ITI Campus in District Etah (U.P)",Please refer Tender documents. ,NA ,"51,42,676",Civil Works - Buildings,NA ,Tender,90.0,120.0,ITI Campus Etah,207001.0,NA ,NA ,NA ,"Office of Project Manager,(Unit-32) Aligarh",No ,No,23-Apr-2025 06:00 PM,29-Apr-2025 03:00 PM,23-Apr-2025 06:00 PM,29-Apr-2025 02:00 PM,NA ,NA ,23-Apr-2025 06:00 PM,29-Apr-2025 02:00 PM,07-May-2025 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Bid Doc,AOC,Technical,Three Bids Out of Three Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,05-May-2025 04:21 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Sanjay Singh Projects Manager Unit-32 Aligarh, Ram Kumar Project Manager Unit-4 Agra Shravan Kumar Accountant Unit-32 Aligarh",RAJIV KUMAR PANDEY,22-May-2025 05:06 PM,finsummary_1866852.pdf (69.88 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,08-May-2025 06:23 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Ram Kumar Project Manager Unit-4 Agra Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,05-May-2025 04:33 PM,07-May-2025 01:00 PM,techsummary_1866852.pdf (1050.07 KB),22-May-2025,"INR 4,905,599.12",120.0,RAJIV KUMAR PANDEY,13-Nov-2025 04:29 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Tanishq Enterprises,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1026950_4,01/GM-4/UPPCL/2025-26 Dated 08-04-2025,"Construction of C.C Road, Boundary wall and Gate at Govt. ITI Campus in District Etah (U.P)",1.0,5154642.0,TANISHQ ENTERPRISES,INR,"4,905,599.12",1,5155141,A D CONSTRUCTION,29-Apr-2025 01:52 PM,Rejected-Technical,All Required Document are Not Complete,05-May-2025 04:33 PM,1.0,Revok,Revok Tender due to Typing Mistake in Compretive Chart,05-May-2025 04:07 PM,Corri_Revok.pdf ,247.99,Technical Opening,AOC
2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5154518,M/s Amit Engineers,29-Apr-2025 11:25 AM,Rejected-Finance,Being Second Lowest,22-May-2025 05:06 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5154642,TANISHQ ENTERPRISES,29-Apr-2025 12:17 PM,Accepted-AOC,L1,13-Nov-2025 04:29 PM,,,,,,,,AOC
