Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1003675_5,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,CONSTRUCTION OF THEMATIC GATE AND TOURIST FACILITY CENTRE AT VILLAGE - SAHAN BLOCK KARHAL IN DISTRICT- MAINPURI. (U.P.),1.0,4986771.0,M/s RAMLAL CONTRACTOR,INR,"7,329,172.74",1,4987036,M/s Arti Chauhan,24-Feb-2025 01:39 PM,Rejected-Finance,Being Second Lowest,08-Mar-2025 06:00 PM,24-Mar-2025,"INR 7,329,172.74",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 05:17 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Ramlal Contractor,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,25-May-2026 06:00 PM,finsummary_1802868.pdf (70.30 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,04-Mar-2025 07:24 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh, Deependra Pratap Singh Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,04-Mar-2025 07:30 PM,05-Mar-2025 10:45 AM,techsummary_1802868.pdf (1243.56 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,07-Mar-2025 04:58 PM,,BOQ Comparative Chart,AOC,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",1,FDR - Fixed Deposit,15-Feb-2026 06:00 PM,24-Feb-2025 03:00 PM,15-Feb-2026 06:00 PM,24-Feb-2025 02:00 PM,NA ,NA ,15-Feb-2025 01:00 PM,24-Feb-2025 02:00 PM,05-Mar-2026 06:00 PM,CONSTRUCTION OF THEMATIC GATE AND TOURIST FACILITY CENTRE AT VILLAGE - SAHAN BLOCK KARHAL IN DISTRICT- MAINPURI. (U.P.),CONSTRUCTION OF THEMATIC GATE AND TOURIST FACILITY CENTRE AT VILLCONSTRUCTION OF THEMATIC GATE AND TOURIST FACILITY CENTRE AT VILLAGE - SAHAN BLOCK KARHAL IN DISTRICT- MAINPURI. (U.P.)AGE - SAHAN BLOCK KARHAL IN DISTRICT- MAINPURI. (U.P.),Please refer Tender documents. ,NA ,"73,66,000",Miscellaneous Works,NA ,Tender,90.0,365.0,Vill.Sahan Karhal Mainpuri,205263.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,"11,800","Project Manager,(Unit-4)",Agra,No,1,Fee/PreQual/Technical,.pdf,Bid Doc,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,13/GM-4/UPPCL/2024-25 Dated 03-02-2025,2025_UPPRC_1003675_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,48,000",No,fixed,,"Project Manager,(Unit-4)",Agra,AOC
,,,,,,,,,2,4986771,M/s RAMLAL CONTRACTOR,22-Feb-2025 10:18 PM,Accepted-AOC,L1,13-Nov-2025 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,AOC
