Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1051904_1,17/GM-4/UPPCL/2025-26 Dated 23-06-2025,TOURISM DEVELOPMENT WORK OF THAKUR JI MAHARAJ MANDIR AT RAMNAGAR DISTRICT- FIROZABAD (U.P.),1.0,5280760.0,M/S H. K. BUILDERS,INR,"14,957,220.04",1,5277135,LAVISH CHAUDHARY,27-Jun-2025 12:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jul-2025 01:51 PM,14-Aug-2025,"INR 14,957,220.04",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 02:16 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s H.K. Builders,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,16-Jul-2025 01:54 PM,17-Jul-2025 01:00 PM,techsummary_1912215.pdf (1709.90 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,04-Aug-2025 06:44 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Ram Kumar Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,04-Aug-2025 06:58 PM,finsummary_1912215.pdf (71.16 KB),Technical,Three Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,16-Jul-2025 01:51 PM,,AOC,25-Jun-2025 06:20 PM,07-Jul-2025 03:00 PM,25-Jun-2025 06:20 PM,07-Jul-2025 02:00 PM,NA ,NA ,25-Jun-2025 06:20 PM,07-Jul-2025 02:00 PM,17-Jul-2025 01:00 PM,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra","3,02,000",No,fixed,,"Project Manager,(Unit-4)",Agra,1.0,FDR - Fixed Deposit,TOURISM DEVELOPMENT WORK OF THAKUR JI MAHARAJ MANDIR AT RAMNAGAR DISTRICT- FIROZABAD (U.P.),TOURISM DEVELOPMENT WORK OF THAKUR JI MAHARAJ MANDIR AT RAMNAGAR DISTRICT- FIROZABAD (U.P.),Please refer Tender documents. ,NA ,"1,50,80,883",Civil Works - Buildings,NA ,Tender,90.0,365.0,Ramnagar Firozabad,283135.0,Office of General Manager (Zone-4) Agra ,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra ",01-Jul-2025 11:00 AM ,General Manager (Zone-4) Agra,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid Doc,"17,700","Project Manager,(Unit-4)",Agra,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,17/GM-4/UPPCL/2025-26 Dated 23-06-2025,2025_UPPRC_1051904_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5280760,M/S H. K. BUILDERS,29-Jun-2025 05:08 PM,Accepted-AOC,L1,13-Nov-2025 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5291234,M/S MAA REHNA CONSTRUCTIONS,05-Jul-2025 02:18 PM,Rejected-Finance,Being Second Lowest,04-Aug-2025 06:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
