S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,BG - Bank Guarantee,"General repairing, Servicing and Testing with necessary Arrangement of Pumping plant, D.G. Set and Related Accessories Under Magh Mela 2025-26 District Prayagraj.","General repairing, Servicing and Testing with necessary Arrangement of Pumping plant, D.G. Set and Related Accessories Under Magh Mela 2025-26 District Prayagraj.",As per Tender Document  ,N.A. ,,Repair and Maintenance Works,N.A. ,Tender,120.0,60.0,prayagraj,211007.0,NA ,NA ,NA ,office of Executive Engineer Cont. Divi(E/M)UPJN(U,No ,No,16-Oct-2025 09:00 AM,30-Oct-2025 02:30 PM,16-Oct-2025 09:00 AM,29-Oct-2025 05:00 PM,16-Oct-2025 09:00 AM ,29-Oct-2025 03:00 PM ,16-Oct-2025 09:00 AM,29-Oct-2025 05:00 PM,10-Nov-2025 02:00 PM,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",670 /Nivida /67 dated 13-10-2025,2025_UPJNM_1083052_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,"2,360","Executive Engineers, Cont. Divi (E/M),UPJN(U)",Prayagraj,No,"45,100",No,fixed,,"Executive Engineers, Cont. Divi (E/M),UPJN(U)",Prayagraj,Executive Engineer,"office of Executive Engineer Construction Division (E/M), UP Jal Nigam (Urban) , Prayagraj",AOC,Technical,Six bid admitted for Technical bid opening of tender,SAURABH KUMAR,03-Nov-2025 05:47 PM,,Exeuctive Engineer,Internal,"Assistant Engineer(E/M), Assistant Engineer(Civil), Accountant and computer",SAURABH KUMAR,11-Nov-2025 06:24 PM,finsummary_1983749.pdf (205.12 KB),Finance,Three bid admitted for Financial bid opening of tender,SAURABH KUMAR,10-Nov-2025 02:33 PM,,BOQ Comparative Chart,Exeuctive Engineer,Internal,"Assistant Engineer (E/M), Assistant Engineer (Civil), Accountant and Computer",SAURABH KUMAR,07-Nov-2025 05:55 PM,10-Nov-2025 02:00 PM,techsummary_1983749.pdf (333.23 KB),12-Nov-2025,"INR 2,251,466.75",60.0,SAURABH KUMAR,11-Nov-2025 06:30 PM,OrderGeneralRepairing.pdf (728.00 KB),AOC,1,5629330,chaudhary engineering works,26-Oct-2025 01:04 PM,Accepted-AOC,L1,11-Nov-2025 06:30 PM,1.0,5629330.0,chaudhary engineering works,INR,"2,212,067","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",2025_UPJNM_1083052_1,670 /Nivida /67 dated 13-10-2025,"General repairing, Servicing and Testing with necessary Arrangement of Pumping plant, D.G. Set and Related Accessories Under Magh Mela 2025-26 District Prayagraj.",AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5633992,DEEPAK ELECTRICALS,29-Oct-2025 09:33 AM,Rejected-Technical,Appropriated Experince Not found,07-Nov-2025 05:55 PM,,,,,,,,,,AOC
3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5637107,M/S SHIV RAMA TRADERS,29-Oct-2025 03:32 PM,Rejected-Technical,Appropriated Experince No found,07-Nov-2025 05:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5633717,M/S TURBO POWER,28-Oct-2025 12:26 AM,Rejected-AOC,L3,11-Nov-2025 06:30 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5637182,PUMPS ENGINEERS AND TRADERS,29-Oct-2025 03:37 PM,Rejected-Technical,Appropriated Experince No found,07-Nov-2025 05:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5636880,S K INDUSTRIES,29-Oct-2025 01:30 PM,Rejected-AOC,L2,11-Nov-2025 06:30 PM,,,,,,,,,,AOC
