Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2025_UPPRC_1076781_1,54/UPPCL/GM-7/E-TENDER/2025-26 Dated-23.09.2025,"Construction of Modern workshop, Training room etc. at Govt. I.T.I. Chandan Chauki District-Lakhimpur Kheri (U.P.)",1.0,5571612.0,ANIL KUMAR SINGH,INR,"27,698,478.53",1,5571612,ANIL KUMAR SINGH,30-Sep-2025 11:00 AM,Accepted-AOC,Qualified,21-Nov-2025 11:27 AM,21-Nov-2025,"INR 27,698,478.53",180.0,RAKESH VERMA,21-Nov-2025 11:27 AM,Doscc.pdf (474.00 KB),Enclosed,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-14, Lucknow, Accountant, Unit-14, Lucknow",RAKESH VERMA,21-Nov-2025 11:06 AM,finsummary_1967402.pdf (3024.68 KB),Technical,Enclosed,RAKESH VERMA,18-Oct-2025 01:01 PM,technical_1967402.pdf,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-14, Lucknow, Accountant, Unit-14, Lucknow",RAKESH VERMA,18-Oct-2025 01:08 PM,21-Oct-2025 12:00 PM,techsummary_1967402.pdf (3024.68 KB),Finance,Enclosed,RAKESH VERMA,21-Nov-2025 10:59 AM,finance_1967402.pdf,BOQ Comparative Chart,AOC,"Construction of Modern workshop, Training room etc. at Govt. I.T.I. Chandan Chauki District-Lakhimpur Kheri (U.P.)","Construction of Modern workshop, Training room etc. at Govt. I.T.I. Chandan Chauki District-Lakhimpur Kheri (U.P.)",Please refer Tender documents. ,NA ,"2,85,55,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Chandan Chauki District-Lakhimpur Kheri (U.P.),262902.0,NA ,NA ,NA ,LUCKNOW,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,54/UPPCL/GM-7/E-TENDER/2025-26 Dated-23.09.2025,2025_UPPRC_1076781_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Sep-2025 11:00 AM,30-Sep-2025 04:00 PM,24-Sep-2025 11:00 AM,30-Sep-2025 02:00 PM,NA ,NA ,24-Sep-2025 11:00 AM,30-Sep-2025 02:00 PM,21-Oct-2025 12:00 PM,"17,700",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,BIDDOC,1.0,SBI Bank,"5,71,000",No,fixed,,Nil,Nil,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",AOC
,,,,,,,,,2,5574323,JANHAVI CONSTRUCTION,30-Sep-2025 12:29 PM,Rejected-AOC,Qualified,21-Nov-2025 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,3,5568693,M/s. Aryan Engineering Solution,27-Sep-2025 08:15 PM,Rejected-AOC,Qualified,21-Nov-2025 11:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
