S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,"6,64,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,52/UPPCL/GM-7/E-TENDER/2025-26 Dated-20.09.2025,2025_UPPRC_1076178_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Internal work of Light, Sound etc. work Auditorium in Awadh Kesari Rana Beni Madav Baksh Singh memorial Complex District-Raibareli (U.P.)","Internal work of Light, Sound etc. work Auditorium in Awadh Kesari Rana Beni Madav Baksh Singh memorial Complex District-Raibareli (U.P.)",Please refer Tender documents. ,NA ,"3,32,35,000",Civil Works - Others,NA ,Tender,90.0,180.0,District-Raibareli (U.P.),229001.0,NA ,NA ,NA ,LUCKNOW,No ,No,"17,700",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,BIDDOC,22-Sep-2025 12:00 PM,06-Oct-2025 04:00 PM,22-Sep-2025 12:00 PM,06-Oct-2025 02:00 PM,NA ,NA ,22-Sep-2025 12:00 PM,06-Oct-2025 02:00 PM,15-Oct-2025 12:00 PM,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",AOC,Technical,Enclosed,RAKESH VERMA,14-Oct-2025 07:25 PM,technical_1965833.pdf,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow.",RAKESH VERMA,21-Nov-2025 12:35 PM,finsummary_1965833.pdf (3024.68 KB),Finance,Enclosed,RAKESH VERMA,21-Nov-2025 12:29 PM,finance_1965833.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"General Manager, Zone-3, Ayodhya, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow",RAKESH VERMA,14-Oct-2025 07:29 PM,15-Oct-2025 12:00 PM,techsummary_1965833.pdf (3024.68 KB),21-Nov-2025,"INR 33,035,895.9",180.0,RAKESH VERMA,21-Nov-2025 12:42 PM,DOSRBM.pdf (486.00 KB),Enclosed,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2025_UPPRC_1076178_1,52/UPPCL/GM-7/E-TENDER/2025-26 Dated-20.09.2025,"Internal work of Light, Sound etc. work Auditorium in Awadh Kesari Rana Beni Madav Baksh Singh memorial Complex District-Raibareli (U.P.)",1.0,5576015.0,SRIVASTAVA CONSTRUCTION,INR,"33,035,895.9",1,5576653,B K TRADERS,04-Oct-2025 09:19 PM,Rejected-AOC,Qualified,21-Nov-2025 12:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5576015,SRIVASTAVA CONSTRUCTION,05-Oct-2025 09:04 PM,Accepted-AOC,Qualified,21-Nov-2025 12:42 PM,AOC
