S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5280406.0,M/S Pragati Enterprises,INR,"8,379,740.38",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2025_UPPRC_1047134_9,14/GM-4/UPPCL/2025-26 Dated 29.05.2025,TOURISM DEVELOPMENT WORK OF BAJRANG ASHARAM AT BHOOD NAGRIYA BLOCK NARKHI IN DISTRICT-FIROZABAD (U.P.),1,5280406,M/S Pragati Enterprises,29-Jun-2025 01:09 PM,Accepted-AOC,L1,13-Nov-2025 01:57 PM,21-Aug-2025,"INR 8,379,740.38",365.0,RAJIV KUMAR PANDEY,13-Nov-2025 01:57 PM,AOC.pdf (44.00 KB),"Work Awarded to M/s Pragati Enterprises,",Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,25-Jul-2025 03:54 PM,finsummary_1911042.pdf (73.02 KB),Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,17-Jul-2025 01:14 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Ram Kumar Project Manager Unit-4 Agra, Sanjay Singh Projects Manager Unit-32 Aligarh Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,17-Jul-2025 01:19 PM,17-Jul-2025 01:20 PM,techsummary_1911042.pdf (2980.58 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,17-Jul-2025 01:50 PM,,BOQ Comparative Chart,AOC,General Manager (Zone-4) Agra,"H No. A-121, Sec-13, Avas Vikas Colony, Sikandra, Agra",1,FDR - Fixed Deposit,23-Jun-2025 06:15 PM,30-Jun-2025 03:00 PM,23-Jun-2025 06:15 PM,30-Jun-2025 02:00 PM,NA ,NA ,23-Jun-2025 06:15 PM,30-Jun-2025 02:00 PM,17-Jul-2025 01:20 PM,1,Fee/PreQual/Technical,.pdf,Bid Doc,TOURISM DEVELOPMENT WORK OF BAJRANG ASHARAM AT BHOOD NAGRIYA BLOCK NARKHI IN DISTRICT-FIROZABAD (U.P.),TOURISM DEVELOPMENT WORK OF BAJRANG ASHARAM AT BHOOD NAGRIYA BLOCK NARKHI IN DISTRICT-FIROZABAD (U.P.),Please refer Tender documents. ,NA ,"84,14,238",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bhood Nagriya Firozabad,283204.0,NA ,NA ,NA ,office of General Manager (Zone-4) Agra,No ,No,"11,800","Project Manager,(Unit-4)",Agra,No,"1,70,000",No,fixed,,"Project Manager,(Unit-4)",Agra,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,14/GM-4/UPPCL/2025-26 Dated 29.05.2025,2025_UPPRC_1047134_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5280713,M/S TIGER ELECTRICAL AND COMPANY,29-Jun-2025 04:46 PM,Rejected-Finance,Being Second Lowest,25-Jul-2025 03:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,RTGS - RTGS Payment,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
