EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"56,000",No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,19-Aug-2025 06:55 PM,10-Sep-2025 11:00 AM,19-Aug-2025 06:55 PM,09-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 06:55 PM,09-Sep-2025 05:00 PM,16-Oct-2025 12:30 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/403 DT-13/08/2025,2025_YEIDA_1066220_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,870.0,Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Annual Maintenance Work of Medical Devices Park Sector-28, YEIDA. WC-04","Annual Maintenance Work of Medical Devices Park Sector-28, YEIDA. WC-04",Please refer Tender documents. ,NA ,"27,97,936",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"YEIDA, 2nd Floor E-tender cell",No ,No,1.0,SBI Bank,AOC,Committee,Internal,Committee,RAJENDRA SINGH BHATI,16-Oct-2025 12:24 PM,16-Oct-2025 12:30 PM,techsummary_1943842.pdf (587.51 KB),Finance,UNDER EVALUATION,VIKAS KUMAR,14-Nov-2025 03:45 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,14-Nov-2025 04:21 PM,finsummary_1943842.pdf (416.17 KB),Technical,EVALUATION,BHARAM PAL SINGH,14-Oct-2025 04:46 PM,,1,5523610,M/S G D ENTERPRISES,09-Sep-2025 03:45 PM,Rejected-Finance,L2,14-Nov-2025 04:21 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1066220_4,YEA/GM(PROJECT)/2025/403 DT-13/08/2025,"Annual Maintenance Work of Medical Devices Park Sector-28, YEIDA. WC-04",1.0,5523670.0,SHREE RAMSWAROOP ENTERPRISES,INR,"2,378,525.4",14-Nov-2025,"INR 2,378,525.4",120.0,BHARAM PAL SINGH,26-Nov-2025 02:56 PM,aoc403_4.pdf (186.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5505419,M/S S M CONSTRUCTION,09-Sep-2025 04:46 PM,Rejected-Finance,L3,14-Nov-2025 04:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5523780,NAVDURGA BUILDCON Pvt. Ltd.,09-Sep-2025 04:53 PM,Rejected-Finance,L4,14-Nov-2025 04:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5523248,Shiva Construction,09-Sep-2025 04:08 PM,Rejected-Finance,L5,14-Nov-2025 04:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5523670,SHREE RAMSWAROOP ENTERPRISES,09-Sep-2025 04:10 PM,Accepted-AOC,L1,26-Nov-2025 02:56 PM,,,,,,,,,,,,,,,,,AOC
